actual,predicted
0.4103574404397049,0.39057273
0.12394147202257248,0.15177585
0.6139270237869271,0.5319436
0.45343044966641083,0.47632444
0.5899672287607953,0.51306105
0.451900947001675,0.4246106
0.2779973169757688,0.30046135
0.20423082039773047,0.15719351
0.37030098694134883,0.43406942
0.40089323259967946,0.36133954
0.5989860408608573,0.588301
0.12141140598436657,0.21320009
0.3195171117770299,0.3213082
0.6465207280049899,0.62747407
0.26958993356079397,0.2279461
0.5710683343699481,0.6327114
0.20605099951036643,0.24651739
0.19196445332567583,0.18842664
0.5320128247319116,0.5747989
0.19763505295805978,0.27352172
0.5195341247686576,0.4791088
0.46080728564905554,0.44783252
0.28790108875819864,0.37254083
0.32333934488200355,0.27667755
0.31158763748430546,0.36261308
0.17711687394230033,0.2698389
0.33622876304165844,0.27506164
0.3670530474415482,0.40092972
0.1280455639750308,0.10879217
0.4931213742880973,0.38527364
0.57972113311486,0.580348
0.4472513110249363,0.5035173
0.5190196894927919,0.52815247
0.5873416467805086,0.5387111
0.6163500995826862,0.57722515
0.2616159231285456,0.30683622
0.16662181786052588,0.08819426
0.4611846621048072,0.45229715
0.4243100284781547,0.41982824
0.4157845016921481,0.4538699
0.15368561164985506,0.15273207
0.2554634434095659,0.29136395
0.28807792268372084,0.29673237
0.3317540288161407,0.41475812
0.38023909877549855,0.4375352
0.3860330913602101,0.32648134
0.43886434046741407,0.46676174
0.3363293441778954,0.35588905
0.3157955708642537,0.36151245
0.5800205095013088,0.6125411
0.018696909258323555,0.08819426
0.39456185996020654,0.47530738
0.507791325758761,0.4326931
0.6438240170583196,0.6287556
0.5874280745155955,0.64432293
0.6711985448771471,0.6505399
0.3487852090489902,0.3703544
0.29735559010044776,0.40926203
0.5347897828803744,0.5570714
0.5325423772697215,0.5586777
0.5140917917424792,0.5233117
0.4349452644184088,0.3985043
0.1595188455519147,0.11968322
0.6821838422209012,0.6438243
0.4759518994988165,0.53497934
0.45714297317716357,0.4584271
0.6392968707564641,0.70169497
0.7522814375890365,0.7117312
0.36737090948226936,0.27496424
0.7955583174230856,0.6484691
0.1865918621431072,0.14279556
0.48750228507512533,0.41627565
0.3534798649360936,0.331961
0.20863085782391116,0.24600688
0.21710974257301885,0.25062588
0.598748792383164,0.5404651
0.2712342580866558,0.29483533
0.22791471928075535,0.2727366
0.3343587353909297,0.35195696
0.5690741374224051,0.6178899
0.377576178410202,0.25468853
0.3807237270784014,0.291026
0.19717426093778875,0.21559596
0.7039878358155119,0.5274784
0.5655148954286779,0.48327783
0.2549982665846198,0.20929474
0.38148391983404384,0.32865378
0.6018336346704337,0.60338587
0.21114378371703585,0.1622393
0.23596564529432706,0.27946153
0.5902614575122959,0.5737784
0.24813030791712146,0.2498911
0.6055704267833006,0.58403254
0.41914311440351143,0.42569274
0.3713770769522219,0.35411146
0.4917794226407069,0.46668872
0.42854381917650974,0.44740504
0.3699650661705034,0.37330157
0.28275813428445595,0.34021184
0.5156165518416034,0.50907326
0.5184511218390946,0.5432936
0.6065557076471526,0.5394058
0.5679740326806856,0.44675502
0.36075539525963074,0.38141674
0.11329328202241729,0.12452184
0.1732466136490846,0.26112795
0.25036455777032296,0.24887618
0.2744402198526358,0.23406622
0.37591311690905677,0.4293517
0.368119125087979,0.38954854
0.30808422284457593,0.3292167
0.6722808665394211,0.6420613
0.39737795112029445,0.38070145
0.35219934820934107,0.38222644
0.28177989275597903,0.3372937
0.3611871835729306,0.33896086
0.4954148726476707,0.49221948
0.3233676012667771,0.3087947
0.1369600589702093,0.09181931
0.06372177426734793,0.08819426
0.5336924467682119,0.5599768
0.5390125043677647,0.62804425
0.23350677907606743,0.22200134
0.24599543641940197,0.2905041
0.2215322745411308,0.22995079
0.5835205806438921,0.5230488
0.44125138244752155,0.43042102
0.36748892033059666,0.45112368
0.23924388598571486,0.17898434
0.39271320998502846,0.3863205
0.46065483129015666,0.4010325
0.43818632711606587,0.50184536
0.5493893682384239,0.538528
0.48570196129138754,0.39304662
0.12386118664703975,0.09481098
0.6437770443233524,0.6433231
0.3323182337115613,0.29232883
0.2817042129934285,0.31207097
0.37687223188774294,0.34363592
0.2216030427980139,0.23754868
0.2680252541740922,0.32764456
0.6204260570636948,0.6045986
0.733322773535333,0.69836605
0.762515605378614,0.7352442
0.5968374841101745,0.59552515
0.7601014425533454,0.6209581
0.3907966513679664,0.27066463
0.4192563669076376,0.38853204
0.7426139806640735,0.6988332
0.544085865941828,0.4878954
0.4789100860023796,0.44407684
0.5372007440366011,0.5161097
0.299694964953167,0.30314213
0.6146778615027437,0.5958185
0.49461851309103866,0.51781094
0.4365131975643646,0.40237686
0.18592997579435214,0.13077599
0.3166287960074171,0.32435158
0.7482299463460033,0.6301358
0.26015474758091334,0.25459546
0.6712997007299981,0.6187729
0.5111547657386337,0.46633345
0.38882256962426703,0.4568265
0.2804828408390319,0.2335999
0.4646492498041247,0.4434381
0.330820138997432,0.3040017
0.48999258107323745,0.4976601
-0.027757634766485365,0.09048039
0.2871926865345331,0.3279126
0.3865919659494287,0.3925374
0.4644127453460358,0.37476525
0.3804614826134834,0.3470579
0.5509212650533416,0.55412
0.17626395229885167,0.26888713
0.3348562329422206,0.35744098
0.5081978024071362,0.5308988
0.5745428083655942,0.561345
0.27246045688134607,0.26058152
0.07723828207078046,0.08819426
0.09351158655190006,0.08819426
0.19285113347572452,0.2393648
0.04351160910791997,0.08819426
0.5949541445810178,0.5259115
0.3188519388622421,0.32456458
0.20784548446442547,0.2450715
0.5480193898944145,0.5474892
0.26757557816470684,0.2515101
0.37117276820904005,0.38983205
0.5818217197748167,0.56537765
0.5438320157620667,0.58288145
0.519465309121439,0.4883184
0.5096995514524468,0.45478588
0.14308064448981372,0.24432534
0.4719925554068052,0.471406
0.16763083276995797,0.15349767
0.38882075104800534,0.35626283
0.4349769717999848,0.40793628
0.0871696400103959,0.11808138
0.1975729350223826,0.12500292
0.632009776365353,0.6239529
